Date ;S&P500;Dax40;Nikkei;EUR/USD;JPY/USD;Boeing;Airbus;Volskwagen ;ASML ;NVIDIA;Stellantis
01/01/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
02/01/2012;#N/A; € 6.075,52 ;#N/A; $1,29 ; $0,01 ;#N/A; € 23,97 ; € 106,04 ; € 42,19 ;#N/A; € 12,62 
03/01/2012; $1.277,06 ; € 6.166,57 ;#N/A; $1,31 ; $0,01 ; $74,22 ; € 24,32 ; € 109,44 ; € 42,41 ; $0,35 ; € 13,18 
04/01/2012; $1.277,30 ; € 6.111,55 ; ¥8.560,11 ; $1,29 ; $0,01 ; $74,33 ; € 24,32 ; € 108,89 ; € 41,56 ; $0,36 ; € 12,97 
05/01/2012; $1.281,06 ; € 6.095,99 ; ¥8.488,71 ; $1,28 ; $0,01 ; $73,53 ; € 24,38 ; € 112,20 ; € 41,31 ; $0,37 ; € 12,64 
06/01/2012; $1.277,81 ; € 6.057,92 ; ¥8.390,35 ; $1,27 ; $0,01 ; $73,98 ; € 24,71 ; € 110,72 ; € 41,70 ; $0,36 ; € 12,80 
09/01/2012; $1.280,70 ; € 6.017,23 ; ¥8.390,35 ; $1,28 ; $0,01 ; $74,53 ; € 24,58 ; € 109,55 ; € 42,08 ; $0,36 ; € 12,24 
10/01/2012; $1.292,08 ; € 6.162,98 ; ¥8.422,26 ; $1,28 ; $0,01 ; $75,00 ; € 24,68 ; € 111,98 ; € 42,18 ; $0,36 ; € 12,92 
11/01/2012; $1.292,48 ; € 6.152,34 ; ¥8.447,88 ; $1,27 ; $0,01 ; $74,74 ; € 24,85 ; € 114,35 ; € 42,55 ; $0,35 ; € 12,95 
12/01/2012; $1.295,50 ; € 6.179,21 ; ¥8.385,59 ; $1,28 ; $0,01 ; $75,51 ; € 24,99 ; € 114,82 ; € 42,11 ; $0,35 ; € 13,54 
13/01/2012; $1.289,09 ; € 6.143,08 ; ¥8.500,02 ; $1,27 ; $0,01 ; $74,60 ; € 24,85 ; € 113,17 ; € 42,23 ; $0,34 ; € 13,55 
16/01/2012; $1.289,09 ; € 6.220,01 ; ¥8.378,36 ; $1,27 ; $0,01 ; $74,60 ; € 24,97 ; € 116,25 ; € 43,31 ; $0,34 ; € 14,12 
17/01/2012; $1.293,67 ; € 6.332,93 ; ¥8.466,40 ; $1,27 ; $0,01 ; $75,24 ; € 25,49 ; € 118,20 ; € 43,73 ; $0,34 ; € 14,22 
18/01/2012; $1.308,04 ; € 6.354,57 ; ¥8.550,58 ; $1,29 ; $0,01 ; $75,06 ; € 25,60 ; € 118,69 ; € 42,21 ; $0,35 ; € 14,28 
19/01/2012; $1.314,50 ; € 6.416,26 ; ¥8.639,68 ; $1,30 ; $0,01 ; $75,56 ; € 25,68 ; € 121,87 ; € 42,39 ; $0,36 ; € 14,40 
20/01/2012; $1.315,38 ; € 6.404,39 ; ¥8.766,36 ; $1,29 ; $0,01 ; $75,52 ; € 25,34 ; € 122,51 ; € 42,77 ; $0,36 ; € 14,92 
23/01/2012; $1.316,00 ; € 6.436,62 ; ¥8.765,90 ; $1,30 ; $0,01 ; $75,51 ; € 25,46 ; € 121,45 ; € 43,68 ; $0,37 ; € 15,03 
24/01/2012; $1.314,65 ; € 6.419,22 ; ¥8.785,33 ; $1,30 ; $0,01 ; $75,36 ; € 25,46 ; € 121,42 ; € 43,56 ; $0,37 ; € 14,76 
25/01/2012; $1.326,05 ; € 6.421,85 ; ¥8.883,69 ; $1,31 ; $0,01 ; $75,82 ; € 25,78 ; € 123,00 ; € 42,80 ; $0,37 ; € 14,59 
26/01/2012; $1.318,43 ; € 6.539,85 ; ¥8.849,47 ; $1,31 ; $0,01 ; $75,31 ; € 25,62 ; € 124,75 ; € 43,14 ; $0,37 ; € 15,10 
27/01/2012; $1.316,33 ; € 6.511,98 ; ¥8.841,22 ; $1,32 ; $0,01 ; $74,55 ; € 25,26 ; € 123,28 ; € 42,55 ; $0,37 ; € 14,44 
30/01/2012; $1.313,01 ; € 6.444,45 ; ¥8.793,05 ; $1,31 ; $0,01 ; $74,16 ; € 25,42 ; € 123,47 ; € 42,44 ; $0,37 ; € 14,10 
31/01/2012; $1.312,41 ; € 6.458,91 ; ¥8.802,51 ; $1,31 ; $0,01 ; $74,18 ; € 25,19 ; € 123,32 ; € 42,64 ; $0,37 ; € 14,10 
01/02/2012; $1.324,09 ; € 6.616,64 ; ¥8.809,79 ; $1,32 ; $0,01 ; $75,37 ; € 25,49 ; € 127,00 ; € 43,56 ; $0,37 ; € 14,64 
02/02/2012; $1.325,54 ; € 6.655,63 ; ¥8.876,82 ; $1,31 ; $0,01 ; $75,22 ; € 25,76 ; € 125,00 ; € 44,05 ; $0,39 ; € 15,49 
03/02/2012; $1.344,90 ; € 6.766,67 ; ¥8.831,93 ; $1,31 ; $0,01 ; $76,34 ; € 25,77 ; € 127,92 ; € 44,94 ; $0,40 ; € 16,31 
06/02/2012; $1.344,33 ; € 6.764,83 ; ¥8.929,20 ; $1,31 ; $0,01 ; $75,46 ; € 27,34 ; € 128,20 ; € 44,69 ; $0,39 ; € 15,94 
07/02/2012; $1.347,05 ; € 6.754,20 ; ¥8.917,52 ; $1,33 ; $0,01 ; $75,20 ; € 27,03 ; € 126,41 ; € 44,21 ; $0,39 ; € 15,65 
08/02/2012; $1.349,96 ; € 6.748,76 ; ¥9.015,59 ; $1,33 ; $0,01 ; $75,46 ; € 26,76 ; € 127,53 ; € 44,16 ; $0,41 ; € 15,75 
09/02/2012; $1.351,95 ; € 6.788,80 ; ¥9.002,24 ; $1,33 ; $0,01 ; $75,90 ; € 26,26 ; € 129,02 ; € 44,39 ; $0,41 ; € 15,97 
10/02/2012; $1.342,64 ; € 6.692,96 ; ¥8.947,17 ; $1,32 ; $0,01 ; $74,95 ; € 26,63 ; € 127,05 ; € 44,91 ; $0,40 ; € 15,46 
13/02/2012; $1.351,77 ; € 6.738,47 ; ¥8.999,18 ; $1,32 ; $0,01 ; $74,85 ; € 26,55 ; € 129,61 ; € 44,31 ; $0,40 ; € 15,48 
14/02/2012; $1.350,50 ; € 6.728,19 ; ¥9.052,07 ; $1,31 ; $0,01 ; $75,56 ; € 26,85 ; € 127,50 ; € 44,86 ; $0,41 ; € 15,12 
15/02/2012; $1.343,23 ; € 6.757,94 ; ¥9.260,34 ; $1,31 ; $0,01 ; $75,21 ; € 26,79 ; € 127,18 ; € 45,47 ; $0,40 ; € 14,06 
16/02/2012; $1.358,04 ; € 6.751,96 ; ¥9.238,10 ; $1,31 ; $0,01 ; $75,27 ; € 26,84 ; € 127,00 ; € 45,97 ; $0,41 ; € 13,89 
17/02/2012; $1.361,23 ; € 6.848,03 ; ¥9.384,17 ; $1,32 ; $0,01 ; $75,35 ; € 26,69 ; € 129,30 ; € 46,10 ; $0,40 ; € 14,53 
20/02/2012; $1.361,23 ; € 6.948,25 ; ¥9.485,09 ; $1,32 ; $0,01 ; $75,35 ; € 26,92 ; € 130,06 ; € 46,50 ; $0,40 ; € 14,54 
21/02/2012; $1.362,21 ; € 6.908,18 ; ¥9.463,02 ; $1,32 ; $0,01 ; $75,72 ; € 26,87 ; € 129,40 ; € 45,71 ; $0,40 ; € 14,39 
22/02/2012; $1.357,66 ; € 6.843,87 ; ¥9.554,00 ; $1,32 ; $0,01 ; $76,06 ; € 26,80 ; € 128,13 ; € 45,12 ; $0,40 ; € 16,13 
23/02/2012; $1.363,46 ; € 6.809,46 ; ¥9.595,57 ; $1,34 ; $0,01 ; $75,85 ; € 26,97 ; € 125,12 ; € 45,06 ; $0,40 ; € 15,70 
24/02/2012; $1.365,74 ; € 6.864,43 ; ¥9.647,38 ; $1,35 ; $0,01 ; $76,06 ; € 27,09 ; € 126,95 ; € 44,87 ; $0,39 ; € 15,86 
27/02/2012; $1.367,59 ; € 6.849,60 ; ¥9.633,93 ; $1,34 ; $0,01 ; $75,21 ; € 26,86 ; € 125,37 ; € 44,61 ; $0,39 ; € 15,31 
28/02/2012; $1.372,18 ; € 6.887,63 ; ¥9.722,52 ; $1,35 ; $0,01 ; $75,16 ; € 26,97 ; € 126,30 ; € 45,88 ; $0,38 ; € 15,37 
29/02/2012; $1.365,68 ; € 6.856,08 ; ¥9.723,24 ; $1,33 ; $0,01 ; $74,95 ; € 26,99 ; € 127,07 ; € 44,81 ; $0,38 ; € 15,05 
01/03/2012; $1.374,09 ; € 6.941,77 ; ¥9.707,37 ; $1,33 ; $0,01 ; $75,08 ; € 27,07 ; € 129,87 ; € 44,40 ; $0,38 ; € 14,47 
02/03/2012; $1.369,63 ; € 6.921,37 ; ¥9.777,03 ; $1,32 ; $0,01 ; $74,90 ; € 27,84 ; € 130,37 ; € 44,66 ; $0,38 ; € 14,53 
05/03/2012; $1.364,33 ; € 6.866,46 ; ¥9.698,59 ; $1,32 ; $0,01 ; $74,13 ; € 27,45 ; € 130,22 ; € 43,96 ; $0,37 ; € 14,21 
06/03/2012; $1.343,36 ; € 6.633,11 ; ¥9.637,63 ; $1,31 ; $0,01 ; $72,56 ; € 27,27 ; € 124,50 ; € 43,86 ; $0,37 ; € 13,71 
07/03/2012; $1.352,63 ; € 6.671,11 ; ¥9.576,06 ; $1,31 ; $0,01 ; $73,52 ; € 26,26 ; € 124,19 ; € 45,03 ; $0,37 ; € 13,21 
08/03/2012; $1.365,91 ; € 6.834,54 ; ¥9.768,96 ; $1,33 ; $0,01 ; $74,17 ; € 26,65 ; € 127,58 ; € 45,47 ; $0,37 ; € 11,93 
09/03/2012; $1.370,87 ; € 6.880,21 ; ¥9.929,74 ; $1,31 ; $0,01 ; $73,29 ; € 29,52 ; € 128,90 ; € 46,03 ; $0,37 ; € 11,69 
12/03/2012; $1.371,09 ; € 6.901,35 ; ¥9.889,86 ; $1,32 ; $0,01 ; $73,60 ; € 29,84 ; € 128,15 ; € 46,05 ; $0,36 ; € 11,82 
13/03/2012; $1.395,95 ; € 6.995,91 ; ¥9.899,08 ; $1,31 ; $0,01 ; $74,31 ; € 29,48 ; € 128,30 ; € 47,01 ; $0,37 ; € 12,58 
14/03/2012; $1.394,28 ; € 7.079,42 ; ¥10.050,52 ; $1,30 ; $0,01 ; $75,23 ; € 30,03 ; € 130,60 ; € 47,05 ; $0,36 ; € 13,11 
15/03/2012; $1.402,60 ; € 7.144,45 ; ¥10.123,28 ; $1,31 ; $0,01 ; $75,43 ; € 30,33 ; € 130,85 ; € 47,79 ; $0,36 ; € 13,03 
16/03/2012; $1.404,17 ; € 7.157,82 ; ¥10.129,83 ; $1,32 ; $0,01 ; $75,20 ; € 30,59 ; € 129,61 ; € 47,56 ; $0,37 ; € 13,12 
19/03/2012; $1.409,75 ; € 7.154,22 ; ¥10.141,99 ; $1,32 ; $0,01 ; $75,40 ; € 30,87 ; € 128,65 ; € 47,53 ; $0,37 ; € 13,76 
20/03/2012; $1.405,52 ; € 7.054,94 ; ¥10.141,99 ; $1,32 ; $0,01 ; $75,14 ; € 30,10 ; € 121,97 ; € 47,23 ; $0,36 ; € 12,91 
21/03/2012; $1.402,89 ; € 7.071,32 ; ¥10.086,49 ; $1,32 ; $0,01 ; $75,01 ; € 30,22 ; € 123,17 ; € 47,97 ; $0,36 ; € 13,10 
22/03/2012; $1.392,78 ; € 6.981,26 ; ¥10.127,08 ; $1,32 ; $0,01 ; $73,92 ; € 30,53 ; € 121,77 ; € 47,03 ; $0,36 ; € 12,60 
23/03/2012; $1.397,11 ; € 6.995,62 ; ¥10.011,47 ; $1,33 ; $0,01 ; $73,97 ; € 30,02 ; € 123,46 ; € 46,80 ; $0,36 ; € 12,89 
26/03/2012; $1.416,51 ; € 7.079,23 ; ¥10.018,24 ; $1,34 ; $0,01 ; $75,18 ; € 30,24 ; € 123,05 ; € 47,50 ; $0,37 ; € 12,80 
27/03/2012; $1.412,52 ; € 7.078,90 ; ¥10.255,15 ; $1,33 ; $0,01 ; $74,81 ; € 30,63 ; € 123,41 ; € 47,88 ; $0,37 ; € 12,63 
28/03/2012; $1.405,54 ; € 6.998,80 ; ¥10.182,57 ; $1,33 ; $0,01 ; $74,33 ; € 30,57 ; € 122,49 ; € 48,10 ; $0,38 ; € 12,64 
29/03/2012; $1.403,28 ; € 6.875,15 ; ¥10.114,79 ; $1,33 ; $0,01 ; $74,08 ; € 30,47 ; € 118,19 ; € 47,79 ; $0,38 ; € 11,93 
30/03/2012; $1.408,47 ; € 6.946,83 ; ¥10.083,56 ; $1,33 ; $0,01 ; $74,37 ; € 30,10 ; € 121,08 ; € 48,68 ; $0,38 ; € 12,08 
02/04/2012; $1.419,04 ; € 7.056,65 ; ¥10.109,87 ; $1,33 ; $0,01 ; $75,17 ; € 30,48 ; € 123,00 ; € 49,63 ; $0,38 ; € 11,68 
03/04/2012; $1.413,38 ; € 6.982,28 ; ¥10.050,39 ; $1,32 ; $0,01 ; $74,65 ; € 30,72 ; € 121,22 ; € 48,96 ; $0,38 ; € 11,44 
04/04/2012; $1.398,96 ; € 6.784,06 ; ¥9.819,99 ; $1,31 ; $0,01 ; $73,67 ; € 30,94 ; € 117,29 ; € 47,34 ; $0,37 ; € 10,77 
05/04/2012; $1.398,08 ; € 6.775,26 ; ¥9.767,61 ; $1,31 ; $0,01 ; $73,59 ; € 30,15 ; € 117,77 ; € 47,90 ; $0,37 ; € 10,84 
06/04/2012; $1.398,08 ; € 6.775,26 ; ¥9.688,45 ; $1,31 ; $0,01 ; $73,59 ; € 30,15 ; € 117,77 ; € 47,90 ; $0,37 ; € 10,84 
09/04/2012; $1.382,20 ; € 6.775,26 ; ¥9.546,26 ; $1,31 ; $0,01 ; $72,43 ; € 30,15 ; € 117,77 ; € 47,90 ; $0,36 ; € 10,84 
10/04/2012; $1.358,59 ; € 6.606,43 ; ¥9.538,02 ; $1,31 ; $0,01 ; $70,60 ; € 30,46 ; € 113,50 ; € 47,36 ; $0,35 ; € 10,28 
11/04/2012; $1.368,71 ; € 6.674,73 ; ¥9.458,74 ; $1,31 ; $0,01 ; $71,77 ; € 29,51 ; € 117,40 ; € 46,92 ; $0,36 ; € 10,52 
12/04/2012; $1.387,57 ; € 6.743,24 ; ¥9.524,79 ; $1,32 ; $0,01 ; $73,50 ; € 29,81 ; € 119,30 ; € 48,24 ; $0,37 ; € 10,37 
13/04/2012; $1.370,26 ; € 6.583,90 ; ¥9.637,99 ; $1,31 ; $0,01 ; $72,92 ; € 30,67 ; € 117,20 ; € 48,32 ; $0,35 ; € 9,84 
16/04/2012; $1.369,57 ; € 6.625,19 ; ¥9.470,64 ; $1,31 ; $0,01 ; $72,68 ; € 30,00 ; € 118,20 ; € 48,86 ; $0,35 ; € 9,84 
17/04/2012; $1.390,78 ; € 6.801,00 ; ¥9.464,71 ; $1,31 ; $0,01 ; $74,09 ; € 30,45 ; € 119,55 ; € 49,25 ; $0,35 ; € 10,13 
18/04/2012; $1.385,14 ; € 6.732,03 ; ¥9.667,26 ; $1,31 ; $0,01 ; $73,71 ; € 30,74 ; € 118,70 ; € 48,47 ; $0,35 ; € 9,64 
19/04/2012; $1.376,92 ; € 6.671,22 ; ¥9.588,38 ; $1,31 ; $0,01 ; $73,10 ; € 30,42 ; € 115,05 ; € 49,85 ; $0,34 ; € 9,23 
20/04/2012; $1.378,53 ; € 6.750,12 ; ¥9.561,36 ; $1,32 ; $0,01 ; $73,55 ; € 30,62 ; € 113,05 ; € 49,61 ; $0,33 ; € 9,04 
23/04/2012; $1.366,94 ; € 6.523,00 ; ¥9.542,17 ; $1,32 ; $0,01 ; $72,86 ; € 30,36 ; € 109,83 ; € 47,65 ; $0,33 ; € 8,67 
24/04/2012; $1.371,97 ; € 6.590,41 ; ¥9.468,04 ; $1,32 ; $0,01 ; $73,21 ; € 29,04 ; € 112,50 ; € 47,86 ; $0,32 ; € 8,93 
25/04/2012; $1.390,69 ; € 6.704,50 ; ¥9.561,01 ; $1,32 ; $0,01 ; $77,08 ; € 29,53 ; € 115,28 ; € 48,22 ; $0,33 ; € 9,34 
26/04/2012; $1.399,98 ; € 6.739,90 ; ¥9.561,83 ; $1,32 ; $0,01 ; $76,99 ; € 30,22 ; € 124,30 ; € 50,39 ; $0,33 ; € 9,06 
27/04/2012; $1.403,36 ; € 6.801,32 ; ¥9.520,89 ; $1,33 ; $0,01 ; $77,27 ; € 30,06 ; € 127,00 ; € 49,68 ; $0,32 ; € 9,09 
30/04/2012; $1.397,91 ; € 6.761,19 ; ¥9.520,89 ; $1,32 ; $0,01 ; $76,80 ; € 30,23 ; € 129,25 ; € 49,92 ; $0,33 ; € 9,07 
01/05/2012; $1.405,82 ; € 6.761,19 ; ¥9.350,95 ; $1,32 ; $0,01 ; $77,25 ; € 30,23 ; € 129,25 ; € 49,92 ; $0,33 ; € 9,07 
02/05/2012; $1.402,31 ; € 6.710,77 ; ¥9.380,25 ; $1,32 ; $0,01 ; $77,26 ; € 29,61 ; € 129,70 ; € 49,69 ; $0,32 ; € 9,17 
03/05/2012; $1.391,57 ; € 6.694,44 ; ¥9.380,25 ; $1,32 ; $0,01 ; $76,83 ; € 29,94 ; € 132,31 ; € 49,67 ; $0,32 ; € 8,71 
04/05/2012; $1.369,10 ; € 6.561,47 ; ¥9.380,25 ; $1,31 ; $0,01 ; $75,84 ; € 30,33 ; € 128,20 ; € 48,43 ; $0,31 ; € 8,33 
07/05/2012; $1.369,58 ; € 6.569,48 ; ¥9.119,14 ; $1,31 ; $0,01 ; $75,96 ; € 29,31 ; € 128,30 ; € 48,95 ; $0,31 ; € 8,68 
08/05/2012; $1.363,72 ; € 6.444,74 ; ¥9.181,65 ; $1,30 ; $0,01 ; $75,40 ; € 29,49 ; € 126,50 ; € 47,84 ; $0,31 ; € 8,32 
09/05/2012; $1.354,58 ; € 6.475,31 ; ¥9.045,06 ; $1,29 ; $0,01 ; $74,05 ; € 28,53 ; € 125,70 ; € 47,81 ; $0,31 ; € 8,14 
10/05/2012; $1.357,99 ; € 6.518,00 ; ¥9.009,65 ; $1,29 ; $0,01 ; $73,80 ; € 28,88 ; € 124,07 ; € 47,86 ; $0,31 ; € 8,80 
11/05/2012; $1.353,39 ; € 6.579,93 ; ¥8.953,31 ; $1,29 ; $0,01 ; $73,56 ; € 28,63 ; € 126,75 ; € 49,01 ; $0,33 ; € 8,83 
14/05/2012; $1.338,35 ; € 6.451,97 ; ¥8.973,84 ; $1,28 ; $0,01 ; $73,12 ; € 28,39 ; € 124,00 ; € 47,68 ; $0,33 ; € 8,43 
15/05/2012; $1.330,66 ; € 6.401,06 ; ¥8.900,74 ; $1,27 ; $0,01 ; $72,58 ; € 28,51 ; € 123,82 ; € 48,31 ; $0,33 ; € 8,28 
16/05/2012; $1.324,80 ; € 6.384,26 ; ¥8.801,17 ; $1,27 ; $0,01 ; $72,35 ; € 28,82 ; € 122,25 ; € 47,78 ; $0,32 ; € 8,39 
17/05/2012; $1.304,86 ; € 6.308,96 ; ¥8.876,59 ; $1,27 ; $0,01 ; $69,73 ; € 29,16 ; € 121,00 ; € 46,57 ; $0,32 ; € 8,10 
18/05/2012; $1.295,22 ; € 6.271,22 ; ¥8.611,31 ; $1,28 ; $0,01 ; $69,15 ; € 28,54 ; € 118,00 ; € 46,19 ; $0,30 ; € 8,15 
21/05/2012; $1.315,99 ; € 6.331,04 ; ¥8.633,89 ; $1,28 ; $0,01 ; $71,78 ; € 27,61 ; € 119,45 ; € 46,32 ; $0,31 ; € 8,49 
22/05/2012; $1.316,63 ; € 6.435,60 ; ¥8.729,29 ; $1,27 ; $0,01 ; $71,48 ; € 27,74 ; € 124,10 ; € 47,70 ; $0,30 ; € 8,77 
23/05/2012; $1.318,86 ; € 6.285,75 ; ¥8.556,60 ; $1,26 ; $0,01 ; $71,57 ; € 28,30 ; € 120,60 ; € 47,07 ; $0,31 ; € 8,38 
24/05/2012; $1.320,68 ; € 6.315,89 ; ¥8.563,38 ; $1,25 ; $0,01 ; $71,39 ; € 27,72 ; € 118,88 ; € 47,96 ; $0,30 ; € 8,31 
25/05/2012; $1.317,82 ; € 6.339,94 ; ¥8.580,39 ; $1,25 ; $0,01 ; $70,00 ; € 27,78 ; € 120,79 ; € 47,50 ; $0,31 ; € 8,22 
28/05/2012; $1.317,82 ; € 6.323,19 ; ¥8.593,15 ; $1,25 ; $0,01 ; $70,00 ; € 27,08 ; € 122,86 ; € 48,36 ; $0,31 ; € 8,20 
29/05/2012; $1.332,42 ; € 6.396,84 ; ¥8.657,08 ; $1,25 ; $0,01 ; $70,40 ; € 27,42 ; € 125,87 ; € 49,01 ; $0,32 ; € 8,51 
30/05/2012; $1.313,32 ; € 6.280,80 ; ¥8.633,19 ; $1,24 ; $0,01 ; $69,39 ; € 27,62 ; € 121,32 ; € 48,25 ; $0,31 ; € 8,21 
31/05/2012; $1.310,33 ; € 6.264,38 ; ¥8.542,73 ; $1,24 ; $0,01 ; $69,61 ; € 26,87 ; € 122,88 ; € 48,18 ; $0,31 ; € 7,98 
01/06/2012; $1.278,04 ; € 6.050,29 ; ¥8.440,25 ; $1,24 ; $0,01 ; $67,24 ; € 26,87 ; € 118,28 ; € 46,66 ; $0,30 ; € 7,83 
04/06/2012; $1.278,18 ; € 5.978,23 ; ¥8.295,63 ; $1,25 ; $0,01 ; $67,50 ; € 25,96 ; € 113,00 ; € 45,67 ; $0,29 ; € 7,85 
05/06/2012; $1.285,50 ; € 5.969,40 ; ¥8.382,00 ; $1,25 ; $0,01 ; $67,58 ; € 25,42 ; € 115,40 ; € 46,98 ; $0,30 ; € 7,98 
06/06/2012; $1.315,13 ; € 6.093,99 ; ¥8.533,53 ; $1,26 ; $0,01 ; $69,02 ; € 25,57 ; € 117,85 ; € 48,43 ; $0,31 ; € 8,33 
07/06/2012; $1.314,99 ; € 6.144,22 ; ¥8.639,72 ; $1,26 ; $0,01 ; $69,95 ; € 26,18 ; € 119,20 ; € 49,38 ; $0,30 ; € 8,31 
08/06/2012; $1.325,66 ; € 6.130,82 ; ¥8.459,26 ; $1,25 ; $0,01 ; $69,94 ; € 27,13 ; € 118,43 ; € 49,79 ; $0,30 ; € 8,04 
11/06/2012; $1.308,93 ; € 6.141,05 ; ¥8.624,90 ; $1,25 ; $0,01 ; $70,11 ; € 26,68 ; € 119,29 ; € 50,10 ; $0,31 ; € 7,83 
12/06/2012; $1.324,18 ; € 6.161,24 ; ¥8.536,72 ; $1,25 ; $0,01 ; $72,58 ; € 26,60 ; € 118,02 ; € 50,49 ; $0,31 ; € 7,57 
13/06/2012; $1.314,88 ; € 6.152,49 ; ¥8.587,84 ; $1,26 ; $0,01 ; $72,06 ; € 26,58 ; € 117,00 ; € 51,62 ; $0,30 ; € 7,50 
14/06/2012; $1.329,10 ; € 6.138,61 ; ¥8.568,89 ; $1,26 ; $0,01 ; $71,85 ; € 26,40 ; € 115,00 ; € 50,81 ; $0,30 ; € 7,34 
15/06/2012; $1.342,84 ; € 6.229,41 ; ¥8.569,32 ; $1,26 ; $0,01 ; $71,99 ; € 25,95 ; € 116,17 ; € 50,91 ; $0,31 ; € 7,51 
18/06/2012; $1.344,78 ; € 6.248,20 ; ¥8.721,02 ; $1,26 ; $0,01 ; $71,90 ; € 25,84 ; € 116,97 ; € 51,52 ; $0,31 ; € 7,45 
19/06/2012; $1.357,98 ; € 6.363,36 ; ¥8.655,87 ; $1,27 ; $0,01 ; $72,92 ; € 26,58 ; € 119,54 ; € 52,21 ; $0,33 ; € 7,71 
20/06/2012; $1.355,69 ; € 6.392,13 ; ¥8.752,31 ; $1,27 ; $0,01 ; $73,01 ; € 26,63 ; € 120,00 ; € 51,88 ; $0,34 ; € 8,21 
21/06/2012; $1.325,51 ; € 6.343,13 ; ¥8.824,07 ; $1,25 ; $0,01 ; $71,37 ; € 26,39 ; € 118,71 ; € 53,08 ; $0,32 ; € 7,88 
22/06/2012; $1.335,02 ; € 6.263,25 ; ¥8.798,35 ; $1,26 ; $0,01 ; $71,96 ; € 26,70 ; € 116,00 ; € 51,58 ; $0,32 ; € 7,69 
25/06/2012; $1.313,72 ; € 6.132,39 ; ¥8.734,62 ; $1,25 ; $0,01 ; $71,05 ; € 25,55 ; € 113,00 ; € 50,73 ; $0,31 ; € 7,25 
26/06/2012; $1.319,99 ; € 6.136,69 ; ¥8.663,99 ; $1,25 ; $0,01 ; $70,93 ; € 26,07 ; € 113,28 ; € 49,66 ; $0,32 ; € 7,16 
27/06/2012; $1.331,85 ; € 6.228,99 ; ¥8.730,49 ; $1,25 ; $0,01 ; $71,87 ; € 25,77 ; € 113,06 ; € 51,30 ; $0,33 ; € 7,24 
28/06/2012; $1.329,04 ; € 6.149,91 ; ¥8.874,11 ; $1,24 ; $0,01 ; $71,58 ; € 26,43 ; € 113,10 ; € 50,66 ; $0,33 ; € 7,37 
29/06/2012; $1.362,16 ; € 6.416,28 ; ¥9.006,78 ; $1,27 ; $0,01 ; $74,30 ; € 26,55 ; € 118,66 ; € 52,03 ; $0,35 ; € 7,75 
02/07/2012; $1.365,51 ; € 6.496,08 ; ¥9.003,48 ; $1,26 ; $0,01 ; $73,18 ; € 27,74 ; € 118,00 ; € 53,64 ; $0,34 ; € 7,45 
03/07/2012; $1.374,02 ; € 6.578,21 ; ¥9.066,59 ; $1,26 ; $0,01 ; $74,27 ; € 28,29 ; € 118,60 ; € 54,38 ; $0,35 ; € 7,72 
04/07/2012; $1.374,02 ; € 6.564,80 ; ¥9.104,17 ; $1,25 ; $0,01 ; $74,27 ; € 28,22 ; € 120,16 ; € 54,61 ; $0,35 ; € 7,89 
05/07/2012; $1.367,58 ; € 6.535,56 ; ¥9.079,80 ; $1,24 ; $0,01 ; $74,44 ; € 28,79 ; € 127,44 ; € 54,25 ; $0,34 ; € 7,67 
06/07/2012; $1.354,68 ; € 6.410,11 ; ¥9.020,75 ; $1,23 ; $0,01 ; $73,69 ; € 28,29 ; € 125,26 ; € 52,57 ; $0,34 ; € 7,08 
09/07/2012; $1.352,46 ; € 6.387,57 ; ¥8.896,88 ; $1,23 ; $0,01 ; $74,03 ; € 27,86 ; € 125,01 ; € 51,62 ; $0,33 ; € 7,10 
10/07/2012; $1.341,47 ; € 6.438,33 ; ¥8.857,73 ; $1,22 ; $0,01 ; $73,22 ; € 28,31 ; € 127,12 ; € 56,04 ; $0,32 ; € 7,20 
11/07/2012; $1.341,45 ; € 6.453,85 ; ¥8.851,00 ; $1,22 ; $0,01 ; $71,52 ; € 28,03 ; € 125,51 ; € 54,55 ; $0,32 ; € 7,14 
12/07/2012; $1.334,76 ; € 6.419,35 ; ¥8.720,01 ; $1,22 ; $0,01 ; $71,71 ; € 26,72 ; € 127,58 ; € 53,95 ; $0,31 ; € 7,02 
13/07/2012; $1.356,78 ; € 6.557,10 ; ¥8.724,12 ; $1,23 ; $0,01 ; $73,51 ; € 26,59 ; € 132,40 ; € 53,97 ; $0,31 ; € 6,48 
16/07/2012; $1.353,64 ; € 6.565,72 ; ¥8.724,12 ; $1,23 ; $0,01 ; $72,97 ; € 27,02 ; € 131,50 ; € 54,16 ; $0,31 ; € 6,04 
17/07/2012; $1.363,67 ; € 6.577,64 ; ¥8.755,00 ; $1,23 ; $0,01 ; $73,11 ; € 27,33 ; € 130,74 ; € 53,79 ; $0,31 ; € 5,87 
18/07/2012; $1.372,78 ; € 6.684,42 ; ¥8.726,74 ; $1,23 ; $0,01 ; $73,89 ; € 26,86 ; € 131,95 ; € 57,44 ; $0,33 ; € 6,10 
19/07/2012; $1.376,51 ; € 6.758,39 ; ¥8.795,55 ; $1,23 ; $0,01 ; $74,86 ; € 27,17 ; € 132,50 ; € 58,97 ; $0,33 ; € 6,56 
