Date ;S&P500;Dax40;Nikkei;EUR/USD;JPY/USD;Boeing;Airbus;Volskwagen ;ASML ;NVIDIA;Stellantis
20/03/2020; $2.304,92 ; € 8.928,95 ; ¥16.552,83 ; $1,07 ; $0,01 ; $95,01 ; € 63,31 ; € 105,00 ; € 215,00 ; $5,14 ; € 11,31 
23/03/2020; $2.237,40 ; € 8.741,15 ; ¥16.887,78 ; $1,07 ; $0,01 ; $105,62 ; € 54,60 ; € 105,50 ; € 213,50 ; $5,32 ; € 10,82 
24/03/2020; $2.447,33 ; € 9.700,57 ; ¥18.092,35 ; $1,08 ; $0,01 ; $127,68 ; € 55,57 ; € 116,95 ; € 240,00 ; $6,23 ; € 11,97 
25/03/2020; $2.475,56 ; € 9.874,26 ; ¥19.546,63 ; $1,09 ; $0,01 ; $158,73 ; € 59,57 ; € 124,00 ; € 244,90 ; $6,14 ; € 12,30 
26/03/2020; $2.630,07 ; € 10.000,96 ; ¥18.664,60 ; $1,10 ; $0,01 ; $180,55 ; € 71,76 ; € 128,00 ; € 249,00 ; $6,43 ; € 12,59 
27/03/2020; $2.541,47 ; € 9.632,52 ; ¥19.389,43 ; $1,11 ; $0,01 ; $162,00 ; € 67,67 ; € 120,00 ; € 229,50 ; $6,32 ; € 12,07 
30/03/2020; $2.626,65 ; € 9.815,97 ; ¥19.084,97 ; $1,10 ; $0,01 ; $152,28 ; € 60,48 ; € 122,80 ; € 244,75 ; $6,64 ; € 11,77 
31/03/2020; $2.584,59 ; € 9.935,84 ; ¥18.917,01 ; $1,10 ; $0,01 ; $149,14 ; € 58,91 ; € 121,95 ; € 242,45 ; $6,59 ; € 12,17 
01/04/2020; $2.470,50 ; € 9.544,75 ; ¥18.065,41 ; $1,10 ; $0,01 ; $130,70 ; € 51,82 ; € 115,30 ; € 234,50 ; $6,08 ; € 11,38 
02/04/2020; $2.526,90 ; € 9.570,82 ; ¥17.818,72 ; $1,09 ; $0,01 ; $123,27 ; € 49,90 ; € 116,50 ; € 229,55 ; $6,39 ; € 11,86 
03/04/2020; $2.488,65 ; € 9.525,77 ; ¥17.820,19 ; $1,08 ; $0,01 ; $124,52 ; € 49,14 ; € 114,70 ; € 228,15 ; $6,10 ; € 11,82 
06/04/2020; $2.663,68 ; € 10.075,17 ; ¥18.576,30 ; $1,08 ; $0,01 ; $148,77 ; € 53,14 ; € 124,50 ; € 245,40 ; $6,71 ; € 12,88 
07/04/2020; $2.659,41 ; € 10.356,70 ; ¥18.950,18 ; $1,09 ; $0,01 ; $141,58 ; € 56,62 ; € 127,90 ; € 252,05 ; $6,48 ; € 13,64 
08/04/2020; $2.749,98 ; € 10.332,89 ; ¥19.353,24 ; $1,09 ; $0,01 ; $146,87 ; € 59,37 ; € 128,80 ; € 258,00 ; $6,67 ; € 13,33 
09/04/2020; $2.789,82 ; € 10.564,74 ; ¥19.345,77 ; $1,09 ; $0,01 ; $151,84 ; € 60,55 ; € 134,00 ; € 255,65 ; $6,57 ; € 13,42 
10/04/2020; $2.789,82 ; € 10.564,74 ; ¥19.498,50 ; $1,09 ; $0,01 ; $151,84 ; € 60,55 ; € 134,00 ; € 255,65 ; $6,57 ; € 13,42 
13/04/2020; $2.761,63 ; € 10.564,74 ; ¥19.043,40 ; $1,09 ; $0,01 ; $147,33 ; € 60,55 ; € 134,00 ; € 255,65 ; $6,75 ; € 13,42 
14/04/2020; $2.846,06 ; € 10.696,56 ; ¥19.638,81 ; $1,10 ; $0,01 ; $141,00 ; € 59,56 ; € 135,20 ; € 263,25 ; $7,10 ; € 12,63 
15/04/2020; $2.783,36 ; € 10.279,76 ; ¥19.550,09 ; $1,09 ; $0,01 ; $145,98 ; € 54,40 ; € 130,30 ; € 254,85 ; $7,02 ; € 11,75 
16/04/2020; $2.799,55 ; € 10.301,54 ; ¥19.290,20 ; $1,08 ; $0,01 ; $134,24 ; € 52,81 ; € 129,80 ; € 267,55 ; $7,37 ; € 11,30 
17/04/2020; $2.874,56 ; € 10.625,78 ; ¥19.897,26 ; $1,09 ; $0,01 ; $154,00 ; € 56,38 ; € 134,50 ; € 271,55 ; $7,31 ; € 11,70 
20/04/2020; $2.823,16 ; € 10.675,90 ; ¥19.669,12 ; $1,09 ; $0,01 ; $143,61 ; € 55,21 ; € 137,60 ; € 273,05 ; $7,18 ; € 11,67 
21/04/2020; $2.736,56 ; € 10.249,85 ; ¥19.280,78 ; $1,09 ; $0,01 ; $136,33 ; € 51,58 ; € 129,50 ; € 258,60 ; $6,74 ; € 11,70 
22/04/2020; $2.799,31 ; € 10.415,03 ; ¥19.137,95 ; $1,08 ; $0,01 ; $134,97 ; € 53,14 ; € 129,10 ; € 268,20 ; $7,15 ; € 12,38 
23/04/2020; $2.797,80 ; € 10.513,79 ; ¥19.429,44 ; $1,08 ; $0,01 ; $137,74 ; € 53,85 ; € 131,90 ; € 269,65 ; $7,10 ; € 12,40 
24/04/2020; $2.836,74 ; € 10.336,09 ; ¥19.262,00 ; $1,08 ; $0,01 ; $128,98 ; € 51,96 ; € 128,70 ; € 266,70 ; $7,24 ; € 12,39 
27/04/2020; $2.878,48 ; € 10.659,99 ; ¥19.783,22 ; $1,08 ; $0,01 ; $128,68 ; € 50,70 ; € 133,50 ; € 269,70 ; $7,43 ; € 12,59 
28/04/2020; $2.863,39 ; € 10.795,63 ; ¥19.771,19 ; $1,08 ; $0,01 ; $131,30 ; € 52,49 ; € 136,80 ; € 272,45 ; $7,28 ; € 13,00 
29/04/2020; $2.939,51 ; € 11.107,74 ; ¥19.771,19 ; $1,09 ; $0,01 ; $139,00 ; € 57,96 ; € 145,50 ; € 276,50 ; $7,46 ; € 13,68 
30/04/2020; $2.912,43 ; € 10.861,64 ; ¥20.193,69 ; $1,10 ; $0,01 ; $141,02 ; € 57,46 ; € 136,50 ; € 270,65 ; $7,31 ; € 13,08 
01/05/2020; $2.830,71 ; € 10.861,64 ; ¥19.619,35 ; $1,10 ; $0,01 ; $133,37 ; € 57,46 ; € 136,50 ; € 270,65 ; $7,07 ; € 13,08 
04/05/2020; $2.842,74 ; € 10.466,80 ; ¥19.619,35 ; $1,09 ; $0,01 ; $131,46 ; € 54,60 ; € 130,00 ; € 257,80 ; $7,28 ; € 12,57 
05/05/2020; $2.868,44 ; € 10.729,46 ; ¥19.619,35 ; $1,08 ; $0,01 ; $125,40 ; € 56,03 ; € 135,30 ; € 267,70 ; $7,34 ; € 13,02 
06/05/2020; $2.848,42 ; € 10.606,20 ; ¥19.619,35 ; $1,08 ; $0,01 ; $121,86 ; € 53,31 ; € 134,30 ; € 271,90 ; $7,44 ; € 13,07 
07/05/2020; $2.881,19 ; € 10.759,27 ; ¥19.674,77 ; $1,08 ; $0,01 ; $128,65 ; € 55,34 ; € 134,20 ; € 276,60 ; $7,62 ; € 12,94 
08/05/2020; $2.929,80 ; € 10.904,48 ; ¥20.179,09 ; $1,08 ; $0,01 ; $133,44 ; € 55,66 ; € 137,50 ; € 278,40 ; $7,81 ; € 13,43 
11/05/2020; $2.930,32 ; € 10.824,99 ; ¥20.390,66 ; $1,08 ; $0,01 ; $128,91 ; € 54,10 ; € 138,80 ; € 279,10 ; $8,07 ; € 13,14 
12/05/2020; $2.870,12 ; € 10.819,50 ; ¥20.366,48 ; $1,08 ; $0,01 ; $125,22 ; € 50,84 ; € 137,80 ; € 279,40 ; $7,80 ; € 12,82 
13/05/2020; $2.820,00 ; € 10.542,66 ; ¥20.267,05 ; $1,08 ; $0,01 ; $121,50 ; € 49,24 ; € 130,50 ; € 274,00 ; $7,78 ; € 12,05 
14/05/2020; $2.852,50 ; € 10.337,02 ; ¥19.914,78 ; $1,08 ; $0,01 ; $122,52 ; € 49,51 ; € 128,30 ; € 267,55 ; $8,03 ; € 11,42 
15/05/2020; $2.863,70 ; € 10.465,17 ; ¥20.037,47 ; $1,08 ; $0,01 ; $120,00 ; € 48,95 ; € 130,40 ; € 269,00 ; $8,49 ; € 11,52 
18/05/2020; $2.953,91 ; € 11.058,87 ; ¥20.133,73 ; $1,09 ; $0,01 ; $135,44 ; € 54,93 ; € 138,40 ; € 276,65 ; $8,75 ; € 12,27 
19/05/2020; $2.922,94 ; € 11.075,29 ; ¥20.433,45 ; $1,09 ; $0,01 ; $130,44 ; € 53,83 ; € 137,40 ; € 284,15 ; $8,81 ; € 11,58 
20/05/2020; $2.971,61 ; € 11.223,71 ; ¥20.595,15 ; $1,10 ; $0,01 ; $133,32 ; € 54,65 ; € 140,90 ; € 295,95 ; $8,97 ; € 11,62 
21/05/2020; $2.948,51 ; € 11.065,93 ; ¥20.552,31 ; $1,09 ; $0,01 ; $139,00 ; € 54,25 ; € 141,80 ; € 290,05 ; $8,78 ; € 11,39 
22/05/2020; $2.955,45 ; € 11.073,87 ; ¥20.388,16 ; $1,09 ; $0,01 ; $137,53 ; € 53,64 ; € 140,00 ; € 291,75 ; $9,03 ; € 11,53 
25/05/2020; $2.955,45 ; € 11.391,28 ; ¥20.741,65 ; $1,09 ; $0,01 ; $137,53 ; € 58,21 ; € 139,00 ; € 295,60 ; $9,03 ; € 12,24 
26/05/2020; $2.991,77 ; € 11.504,65 ; ¥21.271,17 ; $1,10 ; $0,01 ; $144,73 ; € 62,35 ; € 145,10 ; € 293,80 ; $8,72 ; € 12,95 
27/05/2020; $3.036,13 ; € 11.657,69 ; ¥21.419,23 ; $1,10 ; $0,01 ; $149,52 ; € 60,68 ; € 152,20 ; € 287,55 ; $8,53 ; € 13,58 
28/05/2020; $3.029,73 ; € 11.781,13 ; ¥21.916,31 ; $1,11 ; $0,01 ; $149,82 ; € 59,68 ; € 148,40 ; € 294,90 ; $8,49 ; € 13,43 
29/05/2020; $3.044,31 ; € 11.586,85 ; ¥21.877,89 ; $1,11 ; $0,01 ; $145,85 ; € 56,28 ; € 142,10 ; € 292,95 ; $8,88 ; € 12,81 
01/06/2020; $3.055,73 ; € 11.586,85 ; ¥22.062,39 ; $1,11 ; $0,01 ; $151,39 ; € 59,00 ; € 142,10 ; € 292,90 ; $8,81 ; € 13,40 
02/06/2020; $3.080,82 ; € 12.021,28 ; ¥22.325,61 ; $1,12 ; $0,01 ; $153,31 ; € 63,23 ; € 148,20 ; € 296,70 ; $8,83 ; € 13,61 
03/06/2020; $3.122,87 ; € 12.487,36 ; ¥22.613,76 ; $1,12 ; $0,01 ; $173,16 ; € 67,91 ; € 151,80 ; € 308,05 ; $8,77 ; € 14,42 
04/06/2020; $3.112,35 ; € 12.430,56 ; ¥22.695,74 ; $1,13 ; $0,01 ; $184,30 ; € 71,45 ; € 152,00 ; € 310,30 ; $8,77 ; € 14,20 
05/06/2020; $3.193,93 ; € 12.847,68 ; ¥22.863,73 ; $1,13 ; $0,01 ; $205,43 ; € 80,39 ; € 155,40 ; € 320,50 ; $8,92 ; € 15,43 
08/06/2020; $3.232,39 ; € 12.819,59 ; ¥23.178,10 ; $1,13 ; $0,01 ; $230,50 ; € 81,31 ; € 158,50 ; € 305,30 ; $8,81 ; € 15,56 
09/06/2020; $3.207,18 ; € 12.617,99 ; ¥23.091,03 ; $1,13 ; $0,01 ; $216,74 ; € 75,12 ; € 155,30 ; € 309,40 ; $9,05 ; € 14,75 
10/06/2020; $3.190,14 ; € 12.530,16 ; ¥23.124,95 ; $1,14 ; $0,01 ; $203,41 ; € 74,41 ; € 155,10 ; € 308,00 ; $9,37 ; € 14,37 
11/06/2020; $3.002,10 ; € 11.970,29 ; ¥22.472,91 ; $1,13 ; $0,01 ; $170,00 ; € 66,57 ; € 142,90 ; € 300,40 ; $8,80 ; € 12,93 
12/06/2020; $3.041,31 ; € 11.949,28 ; ¥22.305,48 ; $1,13 ; $0,01 ; $189,51 ; € 66,46 ; € 145,00 ; € 306,00 ; $8,93 ; € 13,47 
15/06/2020; $3.066,59 ; € 11.911,35 ; ¥21.530,95 ; $1,13 ; $0,01 ; $190,94 ; € 67,50 ; € 146,80 ; € 303,65 ; $9,17 ; € 13,32 
16/06/2020; $3.124,74 ; € 12.315,66 ; ¥22.582,21 ; $1,13 ; $0,01 ; $197,77 ; € 69,32 ; € 147,30 ; € 312,55 ; $9,07 ; € 13,72 
17/06/2020; $3.113,49 ; € 12.382,14 ; ¥22.455,76 ; $1,12 ; $0,01 ; $192,54 ; € 69,24 ; € 146,80 ; € 321,85 ; $9,24 ; € 13,65 
18/06/2020; $3.115,34 ; € 12.281,53 ; ¥22.355,46 ; $1,12 ; $0,01 ; $192,29 ; € 67,32 ; € 143,40 ; € 320,90 ; $9,22 ; € 13,67 
19/06/2020; $3.097,74 ; € 12.330,76 ; ¥22.478,79 ; $1,12 ; $0,01 ; $187,02 ; € 68,36 ; € 140,00 ; € 327,20 ; $9,26 ; € 13,36 
22/06/2020; $3.117,86 ; € 12.262,97 ; ¥22.437,27 ; $1,13 ; $0,01 ; $188,52 ; € 66,77 ; € 142,20 ; € 322,55 ; $9,53 ; € 13,83 
23/06/2020; $3.131,29 ; € 12.523,76 ; ¥22.549,05 ; $1,13 ; $0,01 ; $187,88 ; € 66,27 ; € 145,40 ; € 327,90 ; $9,45 ; € 14,87 
24/06/2020; $3.050,33 ; € 12.093,94 ; ¥22.534,32 ; $1,13 ; $0,01 ; $176,69 ; € 62,51 ; € 141,70 ; € 321,75 ; $9,24 ; € 14,01 
25/06/2020; $3.083,76 ; € 12.177,87 ; ¥22.259,79 ; $1,12 ; $0,01 ; $174,88 ; € 63,45 ; € 143,90 ; € 322,00 ; $9,49 ; € 14,21 
26/06/2020; $3.009,05 ; € 12.089,39 ; ¥22.512,08 ; $1,12 ; $0,01 ; $170,01 ; € 61,43 ; € 142,80 ; € 324,00 ; $9,16 ; € 13,85 
29/06/2020; $3.053,24 ; € 12.232,12 ; ¥21.995,04 ; $1,12 ; $0,01 ; $194,49 ; € 62,89 ; € 143,00 ; € 322,20 ; $9,20 ; € 14,18 
30/06/2020; $3.100,29 ; € 12.310,93 ; ¥22.288,14 ; $1,12 ; $0,01 ; $183,30 ; € 63,05 ; € 143,00 ; € 326,90 ; $9,50 ; € 14,48 
01/07/2020; $3.115,86 ; € 12.260,57 ; ¥22.121,73 ; $1,13 ; $0,01 ; $180,32 ; € 63,72 ; € 143,10 ; € 327,15 ; $9,53 ; € 14,10 
02/07/2020; $3.130,01 ; € 12.608,46 ; ¥22.145,96 ; $1,12 ; $0,01 ; $180,81 ; € 65,92 ; € 144,20 ; € 332,75 ; $9,61 ; € 14,63 
03/07/2020; $3.130,01 ; € 12.528,18 ; ¥22.306,48 ; $1,12 ; $0,01 ; $180,81 ; € 65,15 ; € 147,90 ; € 333,95 ; $9,61 ; € 14,29 
06/07/2020; $3.179,72 ; € 12.733,45 ; ¥22.714,44 ; $1,13 ; $0,01 ; $187,91 ; € 67,22 ; € 146,80 ; € 343,55 ; $9,84 ; € 14,70 
07/07/2020; $3.145,32 ; € 12.616,80 ; ¥22.614,69 ; $1,13 ; $0,01 ; $178,88 ; € 66,81 ; € 144,40 ; € 342,20 ; $9,87 ; € 14,65 
08/07/2020; $3.169,94 ; € 12.494,81 ; ¥22.438,65 ; $1,13 ; $0,01 ; $180,08 ; € 65,35 ; € 143,50 ; € 343,90 ; $10,22 ; € 14,04 
09/07/2020; $3.152,05 ; € 12.489,46 ; ¥22.529,29 ; $1,13 ; $0,01 ; $173,28 ; € 62,76 ; € 143,20 ; € 344,35 ; $10,51 ; € 13,72 
10/07/2020; $3.185,04 ; € 12.633,71 ; ¥22.290,81 ; $1,13 ; $0,01 ; $178,44 ; € 64,97 ; € 147,30 ; € 348,70 ; $10,48 ; € 14,04 
13/07/2020; $3.155,22 ; € 12.799,97 ; ¥22.784,74 ; $1,13 ; $0,01 ; $175,65 ; € 67,35 ; € 145,70 ; € 353,50 ; $10,05 ; € 14,55 
14/07/2020; $3.197,52 ; € 12.697,36 ; ¥22.587,01 ; $1,14 ; $0,01 ; $179,96 ; € 65,68 ; € 145,70 ; € 343,30 ; $10,38 ; € 14,39 
15/07/2020; $3.226,56 ; € 12.930,98 ; ¥22.945,50 ; $1,14 ; $0,01 ; $187,94 ; € 68,71 ; € 149,00 ; € 330,70 ; $10,23 ; € 14,60 
16/07/2020; $3.215,57 ; € 12.874,97 ; ¥22.770,36 ; $1,14 ; $0,01 ; $178,70 ; € 66,51 ; € 149,70 ; € 331,70 ; $10,13 ; € 14,53 
17/07/2020; $3.224,73 ; € 12.919,61 ; ¥22.696,42 ; $1,14 ; $0,01 ; $175,66 ; € 65,42 ; € 148,60 ; € 333,10 ; $10,20 ; € 14,67 
20/07/2020; $3.251,84 ; € 13.046,92 ; ¥22.717,48 ; $1,14 ; $0,01 ; $174,42 ; € 65,23 ; € 148,40 ; € 338,90 ; $10,51 ; € 14,61 
21/07/2020; $3.257,30 ; € 13.171,83 ; ¥22.884,22 ; $1,15 ; $0,01 ; $178,63 ; € 67,55 ; € 151,20 ; € 337,40 ; $10,33 ; € 14,84 
22/07/2020; $3.276,02 ; € 13.104,25 ; ¥22.751,61 ; $1,16 ; $0,01 ; $179,79 ; € 66,62 ; € 150,50 ; € 338,60 ; $10,44 ; € 14,71 
23/07/2020; $3.235,66 ; € 13.103,39 ; ¥22.751,61 ; $1,16 ; $0,01 ; $176,45 ; € 64,80 ; € 151,00 ; € 339,15 ; $10,13 ; € 15,10 
24/07/2020; $3.215,63 ; € 12.838,06 ; ¥22.751,61 ; $1,17 ; $0,01 ; $173,76 ; € 63,46 ; € 150,10 ; € 322,55 ; $10,19 ; € 14,84 
27/07/2020; $3.239,41 ; € 12.838,66 ; ¥22.715,85 ; $1,18 ; $0,01 ; $170,21 ; € 61,47 ; € 149,80 ; € 323,95 ; $10,42 ; € 14,91 
28/07/2020; $3.218,44 ; € 12.835,28 ; ¥22.657,38 ; $1,17 ; $0,01 ; $170,84 ; € 63,38 ; € 149,00 ; € 323,00 ; $10,22 ; € 15,27 
29/07/2020; $3.258,44 ; € 12.822,26 ; ¥22.397,11 ; $1,18 ; $0,01 ; $166,01 ; € 61,72 ; € 145,00 ; € 308,80 ; $10,47 ; € 14,80 
30/07/2020; $3.246,22 ; € 12.379,65 ; ¥22.339,23 ; $1,18 ; $0,01 ; $161,95 ; € 62,88 ; € 139,50 ; € 303,10 ; $10,61 ; € 14,09 
31/07/2020; $3.271,12 ; € 12.313,36 ; ¥21.710,00 ; $1,18 ; $0,01 ; $158,00 ; € 61,56 ; € 132,50 ; € 299,70 ; $10,61 ; € 13,64 
03/08/2020; $3.294,61 ; € 12.646,98 ; ¥22.195,38 ; $1,18 ; $0,01 ; $162,27 ; € 63,26 ; € 139,00 ; € 310,10 ; $11,01 ; € 13,94 
04/08/2020; $3.306,51 ; € 12.600,87 ; ¥22.573,66 ; $1,18 ; $0,01 ; $165,07 ; € 65,20 ; € 144,20 ; € 315,20 ; $11,23 ; € 14,41 
05/08/2020; $3.327,77 ; € 12.660,25 ; ¥22.514,85 ; $1,19 ; $0,01 ; $174,28 ; € 67,47 ; € 145,20 ; € 312,45 ; $11,29 ; € 14,70 
06/08/2020; $3.349,16 ; € 12.591,68 ; ¥22.418,15 ; $1,19 ; $0,01 ; $172,20 ; € 67,83 ; € 146,10 ; € 307,90 ; $11,34 ; € 14,41 
07/08/2020; $3.351,28 ; € 12.674,88 ; ¥22.329,94 ; $1,18 ; $0,01 ; $170,02 ; € 68,79 ; € 144,00 ; € 313,60 ; $11,20 ; € 14,39 
10/08/2020; $3.360,47 ; € 12.687,53 ; ¥22.329,94 ; $1,17 ; $0,01 ; $179,41 ; € 71,53 ; € 144,80 ; € 308,50 ; $11,17 ; € 14,74 
11/08/2020; $3.333,69 ; € 12.946,89 ; ¥22.750,24 ; $1,17 ; $0,01 ; $180,13 ; € 75,62 ; € 151,10 ; € 312,40 ; $10,85 ; € 15,60 
12/08/2020; $3.380,35 ; € 13.058,63 ; ¥22.843,96 ; $1,18 ; $0,01 ; $175,44 ; € 74,37 ; € 153,10 ; € 316,45 ; $11,44 ; € 15,54 
13/08/2020; $3.373,43 ; € 12.993,71 ; ¥23.249,61 ; $1,18 ; $0,01 ; $174,73 ; € 72,76 ; € 150,90 ; € 318,80 ; $11,44 ; € 15,30 
14/08/2020; $3.372,85 ; € 12.901,34 ; ¥23.289,36 ; $1,18 ; $0,01 ; $178,08 ; € 71,58 ; € 150,00 ; € 314,00 ; $11,56 ; € 15,10 
17/08/2020; $3.381,99 ; € 12.920,66 ; ¥23.096,75 ; $1,19 ; $0,01 ; $172,01 ; € 70,92 ; € 151,10 ; € 318,90 ; $12,34 ; € 15,02 
18/08/2020; $3.389,78 ; € 12.881,76 ; ¥23.051,08 ; $1,19 ; $0,01 ; $170,23 ; € 68,72 ; € 150,70 ; € 317,45 ; $12,26 ; € 15,00 
19/08/2020; $3.374,85 ; € 12.977,33 ; ¥23.110,61 ; $1,18 ; $0,01 ; $169,27 ; € 69,74 ; € 150,70 ; € 317,45 ; $12,14 ; € 15,12 
20/08/2020; $3.385,51 ; € 12.830,00 ; ¥22.880,62 ; $1,19 ; $0,01 ; $169,58 ; € 68,66 ; € 148,20 ; € 312,00 ; $12,14 ; € 14,66 
21/08/2020; $3.397,16 ; € 12.764,80 ; ¥22.920,30 ; $1,18 ; $0,01 ; $167,50 ; € 68,57 ; € 146,60 ; € 313,60 ; $12,68 ; € 14,36 
24/08/2020; $3.431,28 ; € 13.066,54 ; ¥22.985,51 ; $1,18 ; $0,01 ; $178,27 ; € 71,57 ; € 149,60 ; € 318,55 ; $12,72 ; € 14,92 
25/08/2020; $3.443,62 ; € 13.061,62 ; ¥23.296,77 ; $1,18 ; $0,01 ; $174,73 ; € 71,04 ; € 149,60 ; € 319,10 ; $12,75 ; € 14,82 
26/08/2020; $3.478,73 ; € 13.190,15 ; ¥23.290,86 ; $1,18 ; $0,01 ; $171,90 ; € 69,73 ; € 152,00 ; € 325,60 ; $12,77 ; € 14,94 
27/08/2020; $3.484,55 ; € 13.096,36 ; ¥23.208,86 ; $1,18 ; $0,01 ; $174,20 ; € 71,58 ; € 152,00 ; € 319,70 ; $12,63 ; € 14,65 
28/08/2020; $3.508,01 ; € 13.033,20 ; ¥22.882,65 ; $1,19 ; $0,01 ; $175,80 ; € 70,92 ; € 151,90 ; € 316,70 ; $13,15 ; € 14,61 
31/08/2020; $3.500,31 ; € 12.945,38 ; ¥23.139,76 ; $1,19 ; $0,01 ; $171,82 ; € 68,34 ; € 149,90 ; € 314,30 ; $13,37 ; € 14,37 
01/09/2020; $3.526,65 ; € 12.974,25 ; ¥23.138,07 ; $1,19 ; $0,01 ; $172,10 ; € 69,06 ; € 149,50 ; € 323,15 ; $13,82 ; € 14,02 
02/09/2020; $3.580,84 ; € 13.243,43 ; ¥23.247,15 ; $1,19 ; $0,01 ; $174,78 ; € 71,55 ; € 149,40 ; € 333,15 ; $14,35 ; € 14,16 
03/09/2020; $3.455,06 ; € 13.057,77 ; ¥23.465,53 ; $1,18 ; $0,01 ; $168,77 ; € 70,98 ; € 151,30 ; € 317,90 ; $13,02 ; € 14,53 
04/09/2020; $3.426,96 ; € 12.842,66 ; ¥23.205,43 ; $1,18 ; $0,01 ; $171,05 ; € 69,27 ; € 151,60 ; € 304,80 ; $12,62 ; € 15,15 
07/09/2020; $3.426,96 ; € 13.100,28 ; ¥23.089,95 ; $1,18 ; $0,01 ; $171,05 ; € 73,23 ; € 156,00 ; € 304,00 ; $12,62 ; € 15,52 
08/09/2020; $3.331,84 ; € 12.968,33 ; ¥23.274,13 ; $1,18 ; $0,01 ; $161,08 ; € 70,26 ; € 158,50 ; € 297,40 ; $11,91 ; € 15,61 
09/09/2020; $3.398,96 ; € 13.237,21 ; ¥23.032,54 ; $1,18 ; $0,01 ; $160,78 ; € 68,88 ; € 162,10 ; € 304,85 ; $12,72 ; € 15,48 
10/09/2020; $3.339,19 ; € 13.208,89 ; ¥23.235,47 ; $1,18 ; $0,01 ; $157,69 ; € 68,93 ; € 159,90 ; € 305,10 ; $12,31 ; € 15,96 
11/09/2020; $3.340,97 ; € 13.202,84 ; ¥23.406,49 ; $1,18 ; $0,01 ; $160,23 ; € 68,32 ; € 160,40 ; € 307,50 ; $12,16 ; € 16,07 
14/09/2020; $3.383,54 ; € 13.193,66 ; ¥23.559,30 ; $1,19 ; $0,01 ; $165,35 ; € 70,80 ; € 157,60 ; € 310,25 ; $12,87 ; € 16,19 
15/09/2020; $3.401,20 ; € 13.217,67 ; ¥23.454,89 ; $1,18 ; $0,01 ; $163,49 ; € 68,97 ; € 157,40 ; € 312,40 ; $12,99 ; € 16,54 
16/09/2020; $3.385,49 ; € 13.255,37 ; ¥23.475,53 ; $1,18 ; $0,01 ; $167,46 ; € 70,27 ; € 157,10 ; € 312,40 ; $12,51 ; € 16,39 
17/09/2020; $3.357,01 ; € 13.208,12 ; ¥23.319,37 ; $1,18 ; $0,01 ; $167,53 ; € 70,60 ; € 155,90 ; € 306,95 ; $12,46 ; € 16,20 
18/09/2020; $3.319,47 ; € 13.116,25 ; ¥23.360,30 ; $1,18 ; $0,01 ; $161,14 ; € 68,10 ; € 151,60 ; € 308,45 ; $12,19 ; € 15,49 
21/09/2020; $3.281,06 ; € 12.542,44 ; ¥23.360,30 ; $1,18 ; $0,01 ; $156,35 ; € 63,62 ; € 144,20 ; € 302,95 ; $12,52 ; € 14,73 
22/09/2020; $3.315,57 ; € 12.594,39 ; ¥23.360,30 ; $1,17 ; $0,01 ; $156,80 ; € 61,91 ; € 146,00 ; € 306,60 ; $12,64 ; € 15,27 
23/09/2020; $3.236,92 ; € 12.642,97 ; ¥23.346,49 ; $1,17 ; $0,01 ; $151,18 ; € 61,34 ; € 145,40 ; € 312,00 ; $12,12 ; € 15,54 
24/09/2020; $3.246,59 ; € 12.606,57 ; ¥23.087,82 ; $1,17 ; $0,01 ; $146,05 ; € 59,21 ; € 148,30 ; € 308,15 ; $12,35 ; € 15,45 
25/09/2020; $3.298,46 ; € 12.469,20 ; ¥23.204,62 ; $1,16 ; $0,01 ; $156,03 ; € 59,58 ; € 144,90 ; € 307,20 ; $12,87 ; € 15,20 
28/09/2020; $3.351,60 ; € 12.870,87 ; ¥23.511,62 ; $1,17 ; $0,01 ; $166,08 ; € 61,85 ; € 150,20 ; € 314,80 ; $13,04 ; € 15,85 
29/09/2020; $3.335,47 ; € 12.825,82 ; ¥23.539,10 ; $1,17 ; $0,01 ; $163,60 ; € 62,13 ; € 150,20 ; € 318,25 ; $13,23 ; € 15,35 
30/09/2020; $3.363,00 ; € 12.760,73 ; ¥23.185,12 ; $1,17 ; $0,01 ; $165,26 ; € 61,62 ; € 149,80 ; € 314,70 ; $13,53 ; € 15,50 
01/10/2020; $3.380,80 ; € 12.730,77 ; ¥23.185,12 ; $1,17 ; $0,01 ; $167,86 ; € 64,42 ; € 144,70 ; € 321,40 ; $13,61 ; € 15,32 
02/10/2020; $3.348,44 ; € 12.689,04 ; ¥23.029,90 ; $1,17 ; $0,01 ; $168,08 ; € 64,15 ; € 143,10 ; € 319,90 ; $13,06 ; € 15,22 
05/10/2020; $3.408,63 ; € 12.828,31 ; ¥23.312,14 ; $1,18 ; $0,01 ; $171,20 ; € 65,32 ; € 146,40 ; € 320,25 ; $13,64 ; € 15,56 
06/10/2020; $3.360,95 ; € 12.906,02 ; ¥23.433,73 ; $1,17 ; $0,01 ; $159,54 ; € 67,27 ; € 147,40 ; € 317,20 ; $13,74 ; € 15,78 
07/10/2020; $3.419,45 ; € 12.928,57 ; ¥23.422,82 ; $1,18 ; $0,01 ; $164,61 ; € 66,21 ; € 148,30 ; € 318,65 ; $13,96 ; € 15,78 
08/10/2020; $3.446,83 ; € 13.042,21 ; ¥23.647,07 ; $1,18 ; $0,01 ; $168,00 ; € 66,43 ; € 147,60 ; € 322,20 ; $13,84 ; € 15,84 
