Date;S&P500;Dax40;Nikkei;EUR/USD;EUR/JPY;Boeing;Airbus;Volskwagen;ASML;NVIDIA;Stellantis;Sony
6-5-2014;1867.72;9467.53;¥14457.51;1.39270;¥141.5800;130.8300;48.7748;186.8000;57.5700;0.4563;9.2400;3.5020
7-5-2014;1878.21;9521.3;¥14033.45;1.39100;¥141.7500;130.3500;48.4870;185.0000;58.0000;0.4569;9.2230;3.5100
8-5-2014;1875.63;9607.4;¥14163.78;1.38400;¥140.6800;130.5700;48.1991;188.0500;58.8900;0.4625;9.1500;3.4980
9-5-2014;1878.48;9581.45;¥14199.59;1.37570;¥140.1200;131.1000;48.2388;188.2250;58.5700;0.4513;9.5100;3.4760
12-5-2014;1896.65;9702.46;¥14149.52;1.37560;¥140.4600;132.6000;48.3033;189.8500;59.4300;0.4645;9.5250;3.4900
13-5-2014;1897.45;9754.43;¥14425.44;1.37020;¥140.1000;133.4500;49.1272;187.4320;59.6200;0.4570;9.5400;3.5280
14-5-2014;1888.53;9754.39;¥14405.76;1.37140;¥139.7000;132.9900;52.1549;185.7000;59.3500;0.4525;9.7320;3.3000
15-5-2014;1870.85;9656.05;¥14298.21;1.37100;¥139.2400;131.2100;51.5891;184.5000;58.8000;0.4500;9.3690;3.2780
16-5-2014;1877.86;9629.1;¥14096.59;1.36920;¥138.9600;130.8100;50.4773;186.0510;59.0300;0.4490;9.2990;3.2760
19-5-2014;1885.08;9659.39;¥14006.44;1.37070;¥139.1100;131.3500;50.0008;186.7000;59.4100;0.4635;9.4190;3.2640
20-5-2014;1872.83;9639.08;¥14075.25;1.37020;¥138.8100;129.5800;50.9438;187.8000;59.4200;0.4560;9.4430;3.2020
21-5-2014;1888.03;9697.87;¥14042.17;1.36860;¥138.7100;130.9600;50.2291;189.2520;60.1000;0.4560;9.4310;3.2100
22-5-2014;1892.49;9720.91;¥14337.79;1.36540;¥138.8900;131.8400;50.0107;190.2480;60.8800;0.4580;9.9500;3.2360
23-5-2014;1900.53;9768.01;¥14462.17;1.36330;¥139.0000;132.4100;50.6758;190.0000;61.0600;0.4623;10.1200;3.2220
26-5-2014;1900.53;9892.82;¥14602.52;1.36450;¥139.1000;132.4100;51.2118;193.7500;61.4300;0.4623;10.4550;3.2220
27-5-2014;1911.91;9940.82;¥14636.52;1.36320;¥139.0100;134.1700;51.3707;193.2500;62.7200;0.4705;10.2850;3.3280
28-5-2014;1909.78;9939.17;¥14670.95;1.35890;¥138.3800;134.3300;52.3534;193.8800;62.6100;0.4745;10.3050;3.2660
29-5-2014;1920.03;9938.9;¥14681.72;1.36010;¥138.4400;135.1400;52.7306;193.8750;62.6100;0.4738;10.3750;3.2420
30-5-2014;1923.57;9943.27;¥14632.38;1.36300;¥138.7300;135.2500;52.2641;193.5000;62.9600;0.4750;10.3800;3.2360
2-6-2014;1924.97;9950.12;¥14935.92;1.35940;¥139.1500;135.9000;52.2244;194.4100;63.3300;0.4735;10.3400;3.2580
3-6-2014;1924.24;9919.74;¥15034.25;1.36270;¥139.6500;135.8800;52.8994;192.4000;63.5200;0.4715;10.1500;3.2160
4-6-2014;1927.88;9926.67;¥15067.96;1.35980;¥139.6900;135.3300;52.2939;189.1030;63.6400;0.4720;9.9840;3.2480
5-6-2014;1940.46;9947.83;¥15079.37;1.36580;¥139.8300;136.8200;52.1648;193.8500;64.1600;0.4740;10.2950;3.2480
6-6-2014;1949.44;9987.19;¥15077.24;1.36410;¥139.7800;138.2500;53.0880;194.4000;65.1900;0.4758;10.4550;3.2200
9-6-2014;1951.27;10008.63;¥15124.00;1.35920;¥139.3500;137.9600;53.2965;194.3000;65.6500;0.4763;10.4450;3.2600
10-6-2014;1950.79;10028.8;¥14994.80;1.35470;¥138.6500;137.2500;52.8299;193.3000;65.8600;0.4788;10.3600;3.2360
11-6-2014;1943.89;9949.81;¥15069.48;1.35320;¥138.1100;134.1000;53.4751;193.7000;66.4800;0.4850;10.1950;3.1980
12-6-2014;1930.11;9938.7;¥14973.53;1.35510;¥137.8100;132.1900;51.8273;194.9900;66.3000;0.4880;10.1850;3.2180
13-6-2014;1936.16;9912.87;¥15097.84;1.35420;¥138.2000;132.2900;51.4600;193.4000;66.0200;0.4885;10.0800;3.2440
16-6-2014;1937.78;9883.98;¥14933.29;1.35730;¥138.2100;132.5400;50.9041;192.6500;66.8500;0.4870;9.9910;3.2520
17-6-2014;1941.99;9920.32;¥14975.97;1.35450;¥138.3500;132.4500;50.1695;192.3000;67.3400;0.4903;10.0200;3.2240
18-6-2014;1956.98;9930.33;¥15115.80;1.35950;¥138.5500;132.4800;50.3681;193.0500;68.3500;0.4898;10.4750;3.2600
19-6-2014;1959.48;10004;¥15361.16;1.36080;¥138.6800;132.8200;49.7526;194.5090;68.4400;0.4785;11.0400;3.3680
20-6-2014;1962.87;9987.24;¥15349.42;1.35990;¥138.7900;132.1000;50.2291;194.6400;69.6100;0.4733;10.7800;3.3940
23-6-2014;1962.61;9920.92;¥15369.28;1.36030;¥138.6600;130.8500;49.8221;193.7000;67.9200;0.4678;10.9400;3.3560
24-6-2014;1949.98;9938.08;¥15376.24;1.36050;¥138.7300;129.1500;48.9932;191.7500;68.5700;0.4605;10.8150;3.3280
25-6-2014;1959.53;9867.75;¥15266.61;1.36290;¥138.8200;127.0600;48.6408;190.4500;67.9000;0.4653;10.8000;3.3820
26-6-2014;1957.22;9804.9;¥15308.49;1.36110;¥138.4600;128.0200;48.6905;188.6000;67.3500;0.4590;11.0400;3.3620
27-6-2014;1960.96;9815.17;¥15095.00;1.36470;¥138.3300;128.5400;48.1792;189.7930;67.6200;0.4595;11.0100;3.3520
30-6-2014;1960.23;9833.07;¥15162.10;1.36910;¥138.6900;127.2300;48.9287;188.3580;68.0100;0.4635;10.7950;3.3540
1-7-2014;1973.32;9902.41;¥15326.20;1.36790;¥138.8700;128.1500;48.5813;190.3450;69.0800;0.4688;11.1250;3.4260
2-7-2014;1974.62;9911.27;¥15369.97;1.36590;¥139.0100;127.6200;47.5936;192.9980;68.6000;0.4671;11.2100;3.3840
3-7-2014;1985.44;10029.43;¥15348.29;1.36100;¥139.0700;128.5100;46.9434;192.2490;70.2500;0.4713;11.4050;3.3680
4-7-2014;1985.44;10009.08;¥15437.13;1.35930;¥138.7800;128.5100;47.4149;191.1490;70.6800;0.4713;11.2750;3.3680
7-7-2014;1977.65;9906.07;¥15379.44;1.36040;¥138.5200;129.0900;47.6233;188.0250;70.4200;0.4675;11.2300;3.3860
8-7-2014;1963.71;9772.67;¥15314.41;1.36110;¥138.2600;126.7900;46.9086;185.0300;69.2400;0.4638;10.7900;3.3540
9-7-2014;1972.83;9808.2;¥15302.65;1.36440;¥138.6500;126.7900;46.5116;184.1680;68.7000;0.4778;10.8000;3.3580
10-7-2014;1964.68;9659.13;¥15216.47;1.36090;¥137.9000;126.7900;46.6605;183.6500;68.1400;0.4751;10.7500;3.3300
11-7-2014;1967.57;9666.34;¥15164.04;1.36080;¥137.9300;128.0900;46.4718;184.1050;67.4200;0.4763;10.7600;3.3320
14-7-2014;1977.10;9783.01;¥15296.82;1.36190;¥138.2700;129.5200;46.7647;185.7500;67.0400;0.4823;11.0950;3.3340
15-7-2014;1973.28;9719.41;¥15395.16;1.35710;¥137.9900;129.1000;46.7895;186.4800;66.9600;0.4843;11.4550;3.3060
16-7-2014;1981.57;9859.27;¥15379.30;1.35250;¥137.5100;127.4200;46.1641;189.0000;64.8700;0.4838;11.4850;3.3520
17-7-2014;1958.12;9753.88;¥15370.26;1.35260;¥136.8200;125.8800;45.0275;184.3390;64.0000;0.4825;11.3000;3.3400
18-7-2014;1978.22;9720.02;¥15215.71;1.35240;¥137.0300;127.6400;44.6503;183.8320;63.6700;0.4610;11.2300;3.3580
21-7-2014;1973.63;9612.05;¥15215.71;1.35230;¥137.1100;128.3000;44.1540;180.5500;64.8100;0.4638;10.8100;3.3420
22-7-2014;1983.53;9734.33;¥15343.28;1.34640;¥136.6100;129.7400;42.9727;182.0670;65.0100;0.4618;10.9200;3.3380
23-7-2014;1987.01;9753.56;¥15328.56;1.34640;¥136.6200;126.7100;44.0795;181.9270;64.7500;0.4520;10.9600;3.3780
24-7-2014;1987.98;9794.06;¥15284.42;1.34630;¥137.0700;124.4000;44.5957;181.4720;64.4400;0.4528;11.1800;3.4660
25-7-2014;1978.34;9644.01;¥15457.87;1.34290;¥136.7300;123.2000;45.0275;179.5710;63.1400;0.4448;10.8750;3.5360
28-7-2014;1978.91;9598.17;¥15529.40;1.34390;¥136.8800;123.0600;44.1738;175.5000;62.7300;0.4430;10.7100;3.5420
29-7-2014;1969.95;9653.63;¥15618.07;1.34090;¥136.9200;122.3200;43.6973;176.9500;62.2000;0.4445;10.5950;3.4940
30-7-2014;1970.07;9593.68;¥15646.23;1.33960;¥137.6800;122.2900;43.3648;173.9250;70.8800;0.4520;11.2350;3.5060
31-7-2014;1930.67;9407.48;¥15620.77;1.33880;¥137.6200;120.4800;44.6702;173.0500;70.7600;0.4375;11.2100;3.6860
1-8-2014;1925.15;9210.08;¥15523.11;1.34290;¥137.7900;120.3800;43.0422;170.0790;69.2000;0.4423;10.7950;3.6040
4-8-2014;1938.99;9154.14;¥15474.50;1.34210;¥137.6700;119.9300;42.3622;172.1260;67.8700;0.4413;10.8700;3.6600
5-8-2014;1920.21;9189.74;¥15320.31;1.33750;¥137.2100;121.2700;42.2778;167.6000;68.3300;0.4415;10.5650;3.6020
6-8-2014;1920.24;9130.04;¥15159.79;1.33810;¥136.6100;118.3400;42.1388;167.0000;68.7900;0.4410;10.3100;3.5500
7-8-2014;1909.57;9038.97;¥15232.37;1.33620;¥136.3900;119.8400;42.6699;166.4350;68.7500;0.4365;9.9180;3.4680
8-8-2014;1931.59;9009.32;¥14778.37;1.34100;¥136.8400;120.6300;42.2480;165.6090;67.6500;0.4750;9.9460;3.4840
11-8-2014;1936.92;9180.74;¥15130.52;1.33850;¥136.7700;120.8000;41.9056;168.1170;69.0000;0.4725;10.2000;3.4740
12-8-2014;1933.75;9069.47;¥15161.31;1.33690;¥136.7000;120.4700;43.0273;166.1680;68.3100;0.4725;10.1750;3.4720
13-8-2014;1946.72;9198.88;¥15213.63;1.33640;¥136.8600;121.9800;42.7394;168.3800;68.2000;0.4753;10.3200;3.5880
14-8-2014;1955.18;9225.1;¥15314.57;1.33620;¥136.8700;124.1100;42.7791;168.1880;68.0400;0.4700;10.3700;3.6140
15-8-2014;1955.06;9092.6;¥15318.34;1.33980;¥137.1200;123.1600;43.2854;165.9070;67.8500;0.4760;10.1750;3.6820
18-8-2014;1971.74;9245.33;¥15322.60;1.33620;¥137.0400;124.9800;43.1514;168.2180;69.2200;0.4825;10.4000;3.7040
19-8-2014;1981.60;9334.28;¥15449.79;1.33190;¥137.0400;125.5800;43.8065;171.1700;70.0100;0.4843;10.5850;3.7720
20-8-2014;1986.51;9314.57;¥15454.45;1.32580;¥137.5300;127.3500;44.3277;170.5000;69.7400;0.4813;10.6300;3.7900
21-8-2014;1992.37;9401.53;¥15586.20;1.32810;¥137.8800;127.5000;44.1738;172.7700;70.5100;0.4768;10.7550;3.7660
22-8-2014;1988.40;9339.17;¥15539.19;1.32420;¥137.6100;127.4600;44.3575;171.7260;70.7300;0.4770;10.6550;3.7720
25-8-2014;1997.92;9510.14;¥15613.25;1.31910;¥137.2300;128.3300;44.4021;173.5610;72.1400;0.4778;10.8500;3.7940
26-8-2014;2000.02;9588.15;¥15521.22;1.31670;¥137.0000;128.6000;45.6082;174.2500;72.5200;0.4864;10.9300;3.7740
27-8-2014;2000.12;9569.71;¥15534.82;1.31920;¥137.0000;128.2000;46.2038;173.8740;72.3400;0.4808;10.9600;3.7660
28-8-2014;1996.74;9462.56;¥15459.86;1.31820;¥136.7000;127.1100;46.4222;171.4250;72.5500;0.4848;10.7250;3.7800
29-8-2014;2003.37;9470.17;¥15424.59;1.31320;¥136.6400;126.8000;46.2584;170.3280;72.8100;0.4863;10.6900;3.8220
1-9-2014;2003.37;9479.03;¥15476.60;1.31270;¥136.9800;126.8000;46.4619;171.5000;73.5700;0.4863;10.4650;3.8220
2-9-2014;2002.28;9507.02;¥15668.60;1.31310;¥137.9700;125.4800;46.4570;171.2320;75.8100;0.4874;10.5400;3.8800
3-9-2014;2000.72;9626.49;¥15728.35;1.31500;¥137.8000;125.9400;46.6555;172.9050;74.9500;0.4921;10.8300;3.9420
4-9-2014;1997.65;9724.26;¥15676.18;1.29440;¥136.2500;125.4600;46.9880;177.0500;76.2500;0.5008;11.0200;3.9240
5-9-2014;2007.71;9747.02;¥15668.68;1.29500;¥136.0800;124.6900;48.5167;179.0900;75.4800;0.4993;11.1500;3.8540
8-9-2014;2001.54;9758.03;¥15705.11;1.28960;¥136.7200;127.9800;48.8294;177.4990;75.5900;0.4948;11.0550;3.8420
9-9-2014;1988.44;9710.7;¥15749.15;1.29350;¥137.3400;128.2100;48.5316;176.0600;75.4800;0.4885;10.9650;3.8400
10-9-2014;1995.69;9700.17;¥15788.78;1.29160;¥137.9700;128.2200;48.2338;174.9460;75.3000;0.4903;10.8650;3.9000
11-9-2014;1997.45;9691.28;¥15909.20;1.29250;¥138.4300;127.6400;48.0452;174.8600;75.8300;0.4853;10.9350;3.9600
12-9-2014;1985.54;9651.13;¥15948.29;1.29640;¥139.1300;126.9500;47.8517;174.6500;76.9500;0.4780;10.9250;3.9640
15-9-2014;1984.13;9659.63;¥15948.29;1.29400;¥138.6700;126.3100;48.1445;174.0720;77.2500;0.4715;10.7950;3.9740
16-9-2014;1998.98;9632.93;¥15911.53;1.29590;¥138.8200;127.3200;48.5614;174.7460;77.2900;0.4784;10.4850;4.0500
17-9-2014;2001.57;9661.5;¥15888.67;1.28650;¥139.4200;127.7600;48.7103;173.2990;77.4900;0.4788;10.5700;3.7760
18-9-2014;2011.36;9798.13;¥16067.57;1.29220;¥140.4500;128.5800;48.4423;174.1040;78.8900;0.4860;10.4700;3.6080
19-9-2014;2010.40;9799.26;¥16321.17;1.28280;¥139.8400;129.3500;49.1868;173.9540;78.7000;0.4770;10.3950;3.5380
22-9-2014;1994.29;9749.54;¥16205.90;1.28490;¥139.8500;128.6100;49.0180;172.5560;78.0200;0.4723;10.2000;3.4720
23-9-2014;1982.77;9595.03;¥16205.90;1.28450;¥139.8600;127.3800;48.8046;168.8100;76.8000;0.4703;10.0550;3.4740
24-9-2014;1998.30;9661.97;¥16167.45;1.27790;¥139.3000;128.5800;47.1518;168.9700;78.1700;0.4730;10.2500;3.4700
25-9-2014;1965.99;9510.01;¥16374.14;1.27490;¥138.6300;127.1400;47.1915;165.1500;77.7700;0.4628;10.1050;3.4540
26-9-2014;1982.85;9490.55;¥16229.86;1.26830;¥138.5900;128.6900;48.2239;165.9000;78.5600;0.4636;10.2850;3.4840
29-9-2014;1977.80;9422.91;¥16310.64;1.26840;¥138.8400;128.7700;48.9783;163.8500;78.5600;0.4629;10.2650;3.5560
30-9-2014;1972.29;9474.3;¥16173.52;1.26310;¥138.4900;127.3800;48.1991;163.8810;78.8200;0.4613;10.1550;3.6080
1-10-2014;1946.16;9382.03;¥16082.25;1.26230;¥137.4300;124.6700;49.4548;159.1000;77.5000;0.4568;10.0950;3.5540
2-10-2014;1946.17;9195.68;¥15661.99;1.26680;¥137.3300;124.1700;48.7302;157.2000;75.8000;0.4548;10.0200;3.4920
3-10-2014;1967.90;9195.68;¥15708.65;1.25160;¥137.3600;126.3600;47.5191;157.2000;78.1000;0.4558;10.3900;3.5220
6-10-2014;1964.82;9209.51;¥15890.95;1.26520;¥137.6300;126.2600;49.2166;155.9900;77.8300;0.4530;10.3300;3.5520
7-10-2014;1935.10;9086.21;¥15783.83;1.26680;¥136.8400;123.3200;49.5590;156.8520;75.9000;0.4481;10.2100;3.4740
8-10-2014;1968.89;8995.33;¥15595.98;1.27330;¥137.6200;124.9800;48.2537;154.3510;74.5900;0.4565;9.7870;3.5580
9-10-2014;1928.21;9005.02;¥15478.93;1.26900;¥136.8400;122.7600;47.2312;154.0500;74.8400;0.4478;9.4460;3.4360
10-10-2014;1906.13;8788.81;¥15300.55;1.26270;¥135.9300;121.5000;45.3154;151.1000;71.8400;0.4211;9.1030;3.4240
13-10-2014;1874.74;8812.43;¥15300.55;1.27520;¥136.2300;120.4500;45.1069;153.6000;71.9300;0.4196;8.9760;3.3960
14-10-2014;1877.70;8825.21;¥14936.51;1.26580;¥135.4900;122.2900;45.1218;155.7550;73.9000;0.4294;9.2060;3.4100
15-10-2014;1862.49;8571.95;¥15073.52;1.28360;¥135.9300;120.1900;45.5685;149.7000;70.2000;0.4360;8.7180;3.4080
16-10-2014;1862.76;8582.9;¥14738.38;1.28070;¥136.1600;120.2900;43.3797;154.5000;71.2900;0.4363;8.6690;3.3780
17-10-2014;1886.76;8850.27;¥14532.51;1.27610;¥136.3800;123.2400;42.4366;161.4500;72.7800;0.4355;9.2750;3.4480
20-10-2014;1904.01;8717.76;¥15111.23;1.27980;¥136.8600;124.3100;43.6378;157.6500;71.9200;0.4393;9.1780;3.5060
21-10-2014;1941.28;8886.96;¥14804.28;1.27140;¥136.0000;127.1200;43.3499;160.7010;72.7700;0.4580;9.3680;3.4860
22-10-2014;1927.11;8940.14;¥15195.77;1.26480;¥135.5100;121.4500;44.5361;161.4000;73.8600;0.4473;9.4700;3.5260
23-10-2014;1950.82;9047.31;¥15138.96;1.26440;¥136.8700;122.0300;44.8786;163.4370;74.3000;0.4571;9.4440;3.5740
24-10-2014;1964.58;8987.8;¥15291.64;1.26700;¥137.0100;122.2400;45.2012;162.1500;74.6800;0.4620;9.2000;3.5440
27-10-2014;1961.63;8902.61;¥15388.72;1.26970;¥136.8900;122.1200;44.9580;159.4490;74.9800;0.4623;8.9360;3.4960
28-10-2014;1985.05;9068.19;¥15329.91;1.27340;¥137.7100;123.6100;44.4319;161.9000;76.2800;0.4733;9.0230;3.5440
29-10-2014;1982.30;9082.81;¥15553.91;1.26310;¥137.5300;123.0800;45.0821;162.6500;76.1500;0.4701;9.0090;3.6720
30-10-2014;1994.65;9114.84;¥15658.20;1.26120;¥137.7200;123.8200;45.4643;166.2000;77.0200;0.4673;9.0140;3.7440
31-10-2014;2018.05;9326.87;¥16413.76;1.25240;¥140.6400;124.9100;45.5685;170.3000;79.4500;0.4885;9.4580;3.9640
3-11-2014;2017.81;9251.7;¥16413.76;1.24820;¥142.3300;126.0300;47.2511;170.2500;79.6100;0.4968;9.4270;4.0320
4-11-2014;2012.10;9166.47;¥16862.47;1.25440;¥142.4700;125.8400;47.2015;169.5000;78.4000;0.5033;9.2530;4.0020
5-11-2014;2023.57;9315.48;¥16937.32;1.24850;¥143.1200;124.2200;46.5364;171.6500;79.7900;0.5033;9.4080;4.0360
6-11-2014;2031.21;9377.41;¥16792.48;1.23730;¥142.5400;124.5800;47.4695;173.6990;82.0000;0.5055;9.3300;3.9400
7-11-2014;2031.92;9291.83;¥16880.38;1.24520;¥142.6100;124.4500;48.0502;170.4500;79.7900;0.4948;9.1020;3.9240
10-11-2014;2038.26;9351.87;¥16780.53;1.24200;¥142.6400;124.6400;47.8864;172.6900;81.3000;0.5005;9.0840;4.1000
11-11-2014;2039.68;9369.03;¥17124.11;1.24740;¥144.4100;125.3600;48.0204;169.7500;81.7600;0.4945;9.0260;4.1420
12-11-2014;2038.25;9210.96;¥17197.05;1.24380;¥143.6200;125.8700;48.2934;167.8000;81.6500;0.4911;8.8810;4.1260
13-11-2014;2039.33;9248.51;¥17392.79;1.24750;¥144.3700;128.5300;47.6978;167.7000;81.9200;0.4888;8.8740;4.0820
14-11-2014;2039.82;9252.94;¥17490.83;1.25210;¥145.5800;128.8600;47.3504;168.7500;81.5900;0.4946;9.0330;4.1280
17-11-2014;2041.32;9306.35;¥16973.80;1.24490;¥145.2100;128.4200;48.0998;169.0500;82.1500;0.4924;9.0380;4.0520
18-11-2014;2051.80;9456.53;¥17344.06;1.25360;¥146.5000;130.6600;47.5936;173.9900;82.7400;0.5043;9.2260;4.2520
19-11-2014;2048.72;9472.8;¥17288.75;1.25530;¥148.0900;131.6100;46.3974;173.5990;84.0800;0.5003;9.2440;4.1620
20-11-2014;2052.75;9483.97;¥17300.86;1.25380;¥148.2000;131.7000;46.6555;173.1000;84.0600;0.5085;9.2770;4.0960
21-11-2014;2063.50;9732.55;¥17357.51;1.23880;¥145.9300;132.7800;46.5165;175.5000;85.2100;0.5114;9.6010;4.2480
24-11-2014;2069.41;9785.54;¥17357.51;1.24420;¥147.1400;134.6100;47.9211;178.9500;83.1100;0.5145;9.9520;4.3260
25-11-2014;2067.03;9861.21;¥17407.62;1.24740;¥147.1600;134.8100;48.6458;178.5000;83.0000;0.5143;10.0850;4.3860
26-11-2014;2072.83;9915.56;¥17383.58;1.25050;¥147.2100;134.7800;49.2116;180.1500;82.5100;0.5229;10.0650;4.3380
27-11-2014;2072.83;9974.87;¥17248.50;1.24660;¥146.7200;134.7800;49.0230;181.0000;84.5500;0.5229;10.1900;4.3380
28-11-2014;2067.56;9980.85;¥17459.85;1.24500;¥147.6700;134.3600;49.4250;181.4540;84.9300;0.5243;10.3000;4.3980
1-12-2014;2053.44;9963.51;¥17590.10;1.24690;¥147.6200;132.3900;48.6359;181.9750;84.7900;0.5145;10.3250;4.4300
2-12-2014;2066.55;9934.08;¥17663.22;1.23810;¥147.5700;132.2800;48.3877;181.8400;85.0100;0.5153;10.1200;4.3920
3-12-2014;2074.33;9971.79;¥17720.43;1.23100;¥147.4400;131.9700;48.3132;180.8060;86.2200;0.5285;10.2850;4.3900
4-12-2014;2071.92;9851.35;¥17887.21;1.23770;¥148.2500;131.3200;48.0700;179.0500;86.4500;0.5238;10.5350;4.4240
5-12-2014;2075.37;10087.12;¥17920.45;1.22850;¥149.1500;132.2100;47.8169;185.5000;88.9000;0.5268;10.8750;4.4320
8-12-2014;2060.31;10014.99;¥17935.64;1.23160;¥148.6200;130.2800;49.4647;183.0500;88.7500;0.5200;10.6750;4.2300
9-12-2014;2059.82;9793.71;¥17813.38;1.23740;¥148.1000;129.6600;48.8245;182.5000;86.5000;0.5183;10.3200;4.1400
10-12-2014;2026.14;9799.73;¥17412.58;1.24470;¥146.6000;124.6400;47.8417;179.8950;87.2200;0.5068;10.2850;4.1580
11-12-2014;2035.33;9862.53;¥17257.40;1.24090;¥147.2300;123.3700;42.8585;182.5010;86.9900;0.5065;10.0650;4.1480
12-12-2014;2002.33;9594.73;¥17371.58;1.24600;¥147.9900;120.7700;41.0171;178.7000;85.5300;0.4908;9.9140;4.0660
15-12-2014;1989.63;9334.01;¥17099.40;1.24360;¥146.5000;122.0800;40.4116;173.0000;83.1500;0.4893;9.5570;3.9440
16-12-2014;1972.74;9563.89;¥16755.32;1.25100;¥145.6000;124.2500;40.2478;176.6500;85.0300;0.4836;9.7800;3.9440
17-12-2014;2012.89;9544.43;¥16819.73;1.23410;¥146.4100;125.0600;40.6647;176.0000;84.0800;0.5035;9.7800;4.0780
18-12-2014;2061.23;9811.06;¥17210.05;1.22850;¥145.9700;125.6700;40.6498;181.5530;87.2700;0.5055;10.2600;4.2280
19-12-2014;2070.65;9786.96;¥17621.40;1.22260;¥146.0900;126.2300;41.5432;182.0500;86.7000;0.5105;10.3300;4.1160
22-12-2014;2078.54;9865.76;¥17635.14;1.22290;¥146.8100;128.2200;41.3844;181.5500;88.6100;0.5195;10.1650;4.1560
23-12-2014;2082.17;9922.11;¥17635.14;1.21710;¥146.8700;130.0300;41.1660;181.6000;89.8800;0.5163;10.3200;4.1720
24-12-2014;2081.88;9922.11;¥17854.23;1.21930;¥146.9000;131.2400;41.4340;181.6000;89.2700;0.5143;10.2900;4.2640
25-12-2014;2081.88;9922.11;¥17808.75;1.22210;¥146.7500;131.2400;41.4340;181.6000;89.2700;0.5143;10.2900;4.2640
26-12-2014;2088.77;9922.11;¥17818.96;1.21750;¥146.5700;131.6300;41.4340;181.6000;89.2700;0.5148;10.2900;4.2540
29-12-2014;2090.57;9927.13;¥17729.84;1.21510;¥146.6000;132.2900;41.2256;182.4500;89.8800;0.5140;10.2800;4.2340
30-12-2014;2080.35;9805.55;¥17450.77;1.21560;¥145.2200;131.8300;41.2206;181.0000;88.8200;0.5093;10.1600;4.1160
31-12-2014;2058.90;9805.55;¥17450.77;1.20970;¥144.7800;129.9800;40.6399;181.0000;89.5000;0.5013;10.2200;4.0940
1-1-2015;2058.90;9805.55;¥17450.77;1.21020;¥144.9500;129.9800;40.6399;181.0000;89.5000;0.5013;10.2200;4.0940
2-1-2015;2058.20;9764.73;¥17450.77;1.20000;¥144.5900;129.9500;41.0469;177.7500;89.1300;0.5033;10.2000;4.1120
5-1-2015;2020.58;9473.16;¥17408.71;1.19310;¥142.7300;129.0500;41.2206;172.5500;87.4900;0.4948;9.8220;4.0520
6-1-2015;2002.61;9469.66;¥16883.19;1.18880;¥140.7400;127.5300;41.3447;173.2500;84.6700;0.4798;9.7950;4.0500
7-1-2015;2025.90;9518.18;¥16885.33;1.18370;¥141.1700;129.5100;42.3026;176.0500;84.9500;0.4784;9.7720;4.3060
8-1-2015;2062.14;9837.61;¥17167.10;1.17920;¥141.0900;131.8000;43.4045;180.5500;88.1900;0.4965;10.1500;4.3120
9-1-2015;2044.81;9648.5;¥17197.73;1.18390;¥140.2900;131.5400;44.8836;178.3000;85.8400;0.4985;10.2300;4.2680
12-1-2015;2028.26;9781.9;¥17197.73;1.18330;¥140.0000;130.8700;44.2234;177.4000;87.8900;0.4923;10.6000;4.2720
13-1-2015;2023.03;9941;¥17087.71;1.17720;¥138.8200;131.1700;44.6205;180.4000;89.0300;0.4914;10.8500;4.2360
14-1-2015;2011.27;9817.08;¥16795.96;1.17890;¥138.3100;130.3800;45.2310;179.8000;87.4000;0.4935;10.7400;4.1400
15-1-2015;1992.67;10032.61;¥17108.70;1.16280;¥135.0700;130.1400;44.8091;182.0000;87.9300;0.4900;11.0600;4.1860
16-1-2015;2019.42;10167.77;¥16864.16;1.15670;¥136.0400;130.7800;45.9308;187.1000;88.7100;0.4990;11.3000;4.1340
19-1-2015;2019.42;10242.35;¥17014.29;1.16040;¥136.4100;130.7800;46.0549;187.6000;89.3800;0.4990;11.3750;4.1340
20-1-2015;2022.55;10257.13;¥17366.30;1.15490;¥137.1900;131.2200;46.3081;188.5000;89.5100;0.5005;11.4900;4.1640
21-1-2015;2032.12;10299.23;¥17280.48;1.16080;¥136.8900;132.4100;46.7349;189.5250;91.7900;0.5075;11.5300;4.3820
22-1-2015;2063.15;10435.62;¥17329.02;1.13650;¥134.6500;135.6400;46.4768;194.7000;93.9600;0.5163;12.0900;4.4340
23-1-2015;2051.82;10649.58;¥17511.75;1.12070;¥131.9500;134.6200;46.9831;199.5000;94.4300;0.5178;12.3350;4.5200
26-1-2015;2057.09;10798.33;¥17468.52;1.12370;¥133.1100;134.0700;48.9188;201.0000;94.7800;0.5154;12.5950;4.6740
27-1-2015;2029.55;10628.58;¥17768.30;1.13810;¥134.1200;132.4800;49.7725;199.8000;93.8400;0.4908;12.6850;4.6120
28-1-2015;2002.16;10710.97;¥17795.73;1.12860;¥132.6400;139.6400;48.7103;201.8510;93.7300;0.4828;12.8550;4.6920
29-1-2015;2021.25;10737.87;¥17606.22;1.13190;¥133.8600;147.7800;48.5962;202.5500;93.3300;0.4945;12.9150;4.7140
30-1-2015;1994.99;10694.32;¥17674.39;1.12860;¥132.5400;145.3700;47.9211;197.4000;93.2800;0.4801;12.8550;4.6580
2-2-2015;2020.85;10828.01;¥17558.04;1.13400;¥133.3400;146.2600;46.8540;201.6000;90.8500;0.4905;12.6900;4.6660
3-2-2015;2050.03;10890.95;¥17335.85;1.14790;¥134.9400;147.3400;46.5264;206.6000;90.2200;0.5028;13.0800;4.6780
